browseAvailable,browseURL,sceneID,sensor,acquisitionDate,dateUpdated,path,row,upperLeftCornerLatitude,upperLeftCornerLongitude,upperRightCornerLatitude,upperRightCornerLongitude,lowerLeftCornerLatitude,lowerLeftCornerLongitude,lowerRightCornerLatitude,lowerRightCornerLongitude,sceneCenterLatitude,sceneCenterLongitude,cloudCover,cloudCoverFull,FULL_UL_QUAD_CCA,FULL_UR_QUAD_CCA,FULL_LL_QUAD_CCA,FULL_LR_QUAD_CCA,dayOrNight,flightPath,sunElevation,sunAzimuth,receivingStation,sceneStartTime,sceneStopTime,imageQuality1,imageQuality2,gainBand1,gainBand2,gainBand3,gainBand4,gainBand5,gainBand6H,gainBand6L,gainBand7,gainBand8,gainChangeBand1,gainChangeBand2,gainChangeBand3,gainChangeBand4,gainChangeBand5,gainChangeBand6H,gainChangeBand6L,gainChangeBand7,gainChangeBand8,DATA_TYPE_L1,cartURL,DATE_ACQUIRED_GAP_FILL,DATUM,ELEVATION_SOURCE,ELLIPSOID,EPHEMERIS_TYPE,FALSE_EASTING,FALSE_NORTHING,GAP_FILL,GROUND_CONTROL_POINTS_MODEL,GEOMETRIC_RMSE_MODEL,GEOMETRIC_RMSE_MODEL_X,GEOMETRIC_RMSE_MODEL_Y,GRID_CELL_SIZE_PANCHROMATIC,GRID_CELL_SIZE_REFLECTIVE,GRID_CELL_SIZE_THERMAL,MAP_PROJECTION_L1,ORIENTATION,OUTPUT_FORMAT,PANCHROMATIC_LINES,PANCHROMATIC_SAMPLES,L1_AVAILABLE,REFLECTIVE_LINES,REFLECTIVE_SAMPLES,RESAMPLING_OPTION,SCAN_GAP_INTERPOLATION,THERMAL_LINES,THERMAL_SAMPLES,TRUE_SCALE_LAT,UTM_ZONE,VERTICAL_LON_FROM_POLE,PROCESSING_SOFTWARE_VERSION,CPF_NAME,GROUND_CONTROL_POINTS_VERSION,DATE_L1_GENERATED
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2006/LE7176036000636450.jpg,LE71760362006364ASN00,LANDSAT_ETM_SLC_OFF,2006-12-30,2015-01-05,176,36,35.5826,32.2067,35.2795,34.2801,33.9451,31.7643,33.648,33.7978,34.618,33.0121,3,  34.89,  34.25,  66.42,   8.99,  29.90,DAY,DAY,27.7531223,154.6107635,ASN,2006:364:08:12:39.0415624,2006:364:08:13:06.3097500,9,9,L,L,L,H,H,H,L,H,L,LL,LL,LL,HH,HH,LL,HH,HH,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362006364ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,93,3.577,1.478,3.257,15,30,30,UTM,NORTH_UP,GEOTIFF,14381,15821,Y,7191,7911,CUBIC_CONVOLUTION,2,7191,7911,,36,,LPGS_12.5.0,L7CPF20061001_20061231.08,,2015-01-05 12:34:01
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2006/LE7176036000634850.jpg,LE71760362006348ASN00,LANDSAT_ETM_SLC_OFF,2006-12-14,2014-09-29,176,36,35.5908,32.1861,35.2879,34.259,33.9527,31.7422,33.6558,33.7753,34.6275,32.9911,0,   1.06,   1.21,   1.88,   0.03,   1.10,DAY,DAY,28.3596859,156.4915619,ASN,2006:348:08:12:36.4789375,2006:348:08:13:03.7454375,9,9,H,H,H,H,H,H,L,H,L,HH,HH,HH,HH,HH,LL,HH,HH,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362006348ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,196,3.402,2.039,2.723,15,30,30,UTM,NORTH_UP,GEOTIFF,14421,15801,Y,7211,7901,CUBIC_CONVOLUTION,2,7211,7901,,36,,LPGS_12.5.0,L7CPF20061001_20061231.08,,2014-09-29 19:13:10
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2006/LE7176036100633250.jpg,LE71760362006332ASN01,LANDSAT_ETM_SLC_OFF,2006-11-28,2014-10-03,176,36,35.5986,32.1757,35.296,34.2485,33.9607,31.7319,33.664,33.7648,34.6351,32.9805,0,   0.10,   0.18,   0.21,   0.01,   0.00,DAY,DAY,30.6627865,157.3471832,ASN,2006:332:08:12:30.1378124,2006:332:08:12:57.4018750,9,9,L,L,L,H,H,H,L,H,L,LL,LL,LL,HH,HH,LL,HH,HH,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362006332ASN01,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,189,3.545,2.058,2.887,15,30,30,UTM,NORTH_UP,GEOTIFF,14421,15801,Y,7211,7901,CUBIC_CONVOLUTION,2,7211,7901,,36,,LPGS_12.5.0,L7CPF20061001_20061231.08,,2014-10-03 12:57:44
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2006/LE7176036000631650.jpg,LE71760362006316ASN00,LANDSAT_ETM_SLC_OFF,2006-11-12,2015-01-05,176,36,35.6041,32.1756,35.3017,34.2486,33.9662,31.7321,33.6698,33.7653,34.6403,32.9807,3,  34.44,  51.45,  12.53,  54.91,  18.87,DAY,DAY,34.3404846,156.8372345,ASN,2006:316:08:12:20.2994999,2006:316:08:12:47.5611875,9,9,L,L,L,H,H,H,L,H,L,LL,LL,LL,HH,HH,LL,HH,HH,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362006316ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,47,3.876,2.1,3.258,15,30,30,UTM,NORTH_UP,GEOTIFF,14361,15841,Y,7181,7921,CUBIC_CONVOLUTION,2,7181,7921,,36,,LPGS_12.5.0,L7CPF20061001_20061231.08,,2015-01-05 12:14:37
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2006/LE7176036000630050.jpg,LE71760362006300ASN00,LANDSAT_ETM_SLC_OFF,2006-10-27,2015-01-05,176,36,35.6051,32.1853,35.303,34.259,33.9678,31.7434,33.6716,33.7772,34.6426,32.9915,1,  18.12,  12.84,  44.75,   0.55,  14.35,DAY,DAY,38.9465218,154.7120819,ASN,2006:300:08:12:06.9804999,2006:300:08:12:34.2402499,9,9,L,L,L,H,L,H,L,L,L,LL,LL,LL,HH,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362006300ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,169,3.682,2.512,2.692,15,30,30,UTM,NORTH_UP,GEOTIFF,14421,15801,Y,7211,7901,CUBIC_CONVOLUTION,2,7211,7901,,36,,LPGS_12.5.0,L7CPF20061001_20061231.08,,2015-01-05 12:44:26
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2006/LE7176036000618850.jpg,LE71760362006188ASN00,LANDSAT_ETM_SLC_OFF,2006-07-07,2015-01-05,176,36,35.5644,32.1616,35.265,34.2337,33.9274,31.7227,33.6339,33.7549,34.6001,32.968,0,   3.10,   8.94,   2.63,   0.02,   0.81,DAY,DAY,64.9852219,112.0272598,ASN,2006:188:08:12:17.8205000,2006:188:08:12:45.0657500,9,9,H,H,H,L,H,H,L,H,L,HH,HH,HH,LL,HH,LL,HH,HH,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362006188ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,54,4.342,2.75,3.36,15,30,30,UTM,NORTH_UP,GEOTIFF,14361,15821,Y,7181,7911,CUBIC_CONVOLUTION,2,7181,7911,,36,,LPGS_12.5.0,L7CPF20060701_20060930.08,,2015-01-05 12:07:52
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2006/LE7176036000615650.jpg,LE71760362006156ASN00,LANDSAT_ETM_SLC_OFF,2006-06-05,2014-09-29,176,36,35.5477,32.1517,35.2478,34.2245,33.9111,31.7122,33.617,33.7451,34.5834,32.9581,0,   0.00,   0.00,   0.00,   0.00,   0.00,DAY,DAY,66.2002029,114.148674,ASN,2006:156:08:12:28.7195000,2006:156:08:12:55.9601250,9,9,L,L,L,L,L,H,L,L,L,LL,LL,LL,LL,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362006156ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,68,4.753,3.352,3.37,15,30,30,UTM,NORTH_UP,GEOTIFF,14401,15801,Y,7201,7901,CUBIC_CONVOLUTION,2,7201,7901,,36,,LPGS_12.5.0,L7CPF20060401_20060630.08,,2014-09-29 19:12:53
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2006/LE7176036000614050.jpg,LE71760362006140ASN00,LANDSAT_ETM_SLC_OFF,2006-05-20,2015-01-05,176,36,35.5416,32.1622,35.2413,34.2353,33.9049,31.7223,33.6104,33.7557,34.5773,32.9689,0,   0.09,   0.26,   0.08,   0.01,   0.00,DAY,DAY,64.9888611,119.7221756,ASN,2006:140:08:12:30.4820625,2006:140:08:12:57.7210624,9,9,L,L,L,L,L,H,L,L,L,LL,LL,LL,LL,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362006140ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,100,4.377,3.008,3.18,15,30,30,UTM,NORTH_UP,GEOTIFF,14361,15821,Y,7181,7911,CUBIC_CONVOLUTION,2,7181,7911,,36,,LPGS_12.5.0,L7CPF20060401_20060630.08,,2015-01-05 12:41:21
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2006/LE7176036000610850.jpg,LE71760362006108ASN00,LANDSAT_ETM_SLC_OFF,2006-04-18,2015-01-05,176,36,35.5368,32.2164,35.2358,34.2885,33.9003,31.776,33.6052,33.8083,34.5729,33.022,9,  94.01,  98.82,  99.68,  85.12,  92.39,DAY,DAY,57.9135132,132.0497589,ASN,2006:108:08:12:25.7111250,2006:108:08:12:52.9463124,9,9,L,L,L,L,L,H,L,L,L,LL,LL,LL,LL,LL,LL,HH,LL,LL,L1G,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362006108ASN00,,WGS84,,WGS84,DEFINITIVE,,,,,,,,15,30,30,UTM,NORTH_UP,GEOTIFF,14381,15781,Y,7191,7891,CUBIC_CONVOLUTION,2,7191,7891,,36,,LPGS_12.5.0,L7CPF20060401_20060630.08,,2015-01-05 13:35:17
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2006/LE7176036000607650.jpg,LE71760362006076ASN00,LANDSAT_ETM_SLC_OFF,2006-03-17,2015-01-05,176,36,35.5394,32.2091,35.2377,34.2801,33.9034,31.7674,33.6076,33.7987,34.5783,33.0148,4,  47.14,  48.51,  19.49,  43.96,  76.60,DAY,DAY,46.6390533,140.5114746,ASN,2006:076:08:12:32.4117500,2006:076:08:12:59.6422500,9,9,L,L,L,L,L,H,L,L,L,LL,LL,LL,LL,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362006076ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,60,4.133,2.891,2.954,15,30,30,UTM,NORTH_UP,GEOTIFF,14341,15821,Y,7171,7911,CUBIC_CONVOLUTION,2,7171,7911,,36,,LPGS_12.5.0,L7CPF20060101_20060331.08,,2015-01-05 12:11:40
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2006/LE7176036000606050.jpg,LE71760362006060ASN00,LANDSAT_ETM_SLC_OFF,2006-03-01,2015-01-05,176,36,35.5487,32.2127,35.2465,34.2842,33.913,31.7711,33.6168,33.8029,34.5844,33.0174,3,  40.97,  53.29,  48.98,  38.70,  22.92,DAY,DAY,40.7586555,143.7297363,ASN,2006:060:08:12:32.1173750,2006:060:08:12:59.3454999,9,9,L,L,L,H,L,H,L,L,L,LL,LL,LL,HH,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362006060ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,147,3.322,2.22,2.471,15,30,30,UTM,NORTH_UP,GEOTIFF,14401,15781,Y,7201,7891,CUBIC_CONVOLUTION,2,7201,7891,,36,,LPGS_12.5.0,L7CPF20060101_20060331.08,,2015-01-05 12:14:42
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2005/LE7176036000531350.jpg,LE71760362005313ASN00,LANDSAT_ETM_SLC_OFF,2005-11-09,2014-10-03,176,36,35.5988,32.208,35.2966,34.281,33.9643,31.7663,33.6679,33.7996,34.6354,33.0139,0,   0.71,   0.12,   0.21,   2.48,   0.03,DAY,DAY,35.0605545,156.5020905,ASN,2005:313:08:11:52.5030000,2005:313:08:12:19.7168750,9,9,L,L,L,H,H,H,L,H,L,LL,LL,LL,HH,HH,LL,HH,HH,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362005313ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,155,3.951,2.617,2.96,15,30,30,UTM,NORTH_UP,GEOTIFF,14341,15821,Y,7171,7911,CUBIC_CONVOLUTION,2,7171,7911,,36,,LPGS_12.5.0,L7CPF20051001_20051231.08,,2014-10-03 13:13:24
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2005/LE7176036000529750.jpg,LE71760362005297ASN00,LANDSAT_ETM_SLC_OFF,2005-10-24,2015-01-05,176,36,35.5981,32.2088,35.2961,34.2825,33.9636,31.7674,33.6675,33.8013,34.6367,33.0152,0,   0.00,   0.00,   0.00,   0.00,   0.00,DAY,DAY,39.7750549,154.0751495,ASN,2005:297:08:11:41.4510625,2005:297:08:12:08.6636250,9,9,L,L,L,H,L,H,L,L,L,LL,LL,LL,HH,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362005297ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,185,4.139,2.47,3.321,15,30,30,UTM,NORTH_UP,GEOTIFF,14381,15781,Y,7191,7891,CUBIC_CONVOLUTION,2,7191,7891,,36,,LPGS_12.5.0,L7CPF20051001_20051231.08,,2015-01-05 12:36:47
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2005/LE7176036000518550.jpg,LE71760362005185ASN00,LANDSAT_ETM_SLC_OFF,2005-07-04,2015-01-05,176,36,35.5587,32.2002,35.259,34.2723,33.9246,31.7612,33.6309,33.7937,34.5997,33.0074,0,   2.74,   3.83,   3.19,   3.72,   0.20,DAY,DAY,65.1664886,111.5432587,ASN,2005:185:08:11:51.2013124,2005:185:08:12:18.4003124,9,9,L,L,L,L,L,H,L,L,L,LL,LL,LL,LL,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362005185ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,71,6.488,5.101,4.009,15,30,30,UTM,NORTH_UP,GEOTIFF,14381,15781,Y,7191,7891,CUBIC_CONVOLUTION,2,7191,7891,,36,,LPGS_12.5.0,L7CPF20050701_20050930.09,,2015-01-05 12:40:00
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2005/LE7176036000516950.jpg,LE71760362005169ASN00,LANDSAT_ETM_SLC_OFF,2005-06-18,2014-09-29,176,36,35.5524,32.2105,35.2526,34.2826,33.918,31.7718,33.6241,33.8042,34.5922,33.018,0,   0.00,   0.00,   0.00,   0.00,   0.00,DAY,DAY,66.1103058,111.4281769,ASN,2005:169:08:11:52.5176874,2005:169:08:12:19.7143750,9,9,L,L,L,L,L,H,L,L,L,LL,LL,LL,LL,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362005169ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,88,6.589,4.715,4.602,15,30,30,UTM,NORTH_UP,GEOTIFF,14321,15821,Y,7161,7911,CUBIC_CONVOLUTION,2,7161,7911,,36,,LPGS_12.5.0,L7CPF20050401_20050630.10,,2014-09-29 19:13:18
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2005/LE7176036000515350.jpg,LE71760362005153ASN00,LANDSAT_ETM_SLC_OFF,2005-06-02,2015-01-05,176,36,35.5456,32.1979,35.2455,34.2704,33.9121,31.7594,33.6179,33.7922,34.5861,33.0064,2,  29.84,  27.86,  38.91,  18.13,  34.44,DAY,DAY,66.0337448,114.8566589,ASN,2005:153:08:11:59.1805624,2005:153:08:12:26.3748750,9,9,L,L,L,L,L,H,L,L,L,LL,LL,LL,LL,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362005153ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,33,5.882,3.87,4.429,15,30,30,UTM,NORTH_UP,GEOTIFF,14381,15781,Y,7191,7891,CUBIC_CONVOLUTION,2,7191,7891,,36,,LPGS_12.5.0,L7CPF20050401_20050630.10,,2015-01-05 12:42:10
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2005/LE7176036000513750.jpg,LE71760362005137ASN00,LANDSAT_ETM_SLC_OFF,2005-05-17,2015-01-05,176,36,35.5446,32.1974,35.2442,34.2704,33.9108,31.7582,33.6162,33.7915,34.5816,33.0039,0,   0.00,   0.00,   0.00,   0.00,   0.00,DAY,DAY,64.5581894,120.7104416,ASN,2005:137:08:12:03.1617500,2005:137:08:12:30.3544374,9,9,L,L,L,L,L,H,L,L,L,LL,LL,LL,LL,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362005137ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,111,4.762,2.836,3.825,15,30,30,UTM,NORTH_UP,GEOTIFF,14321,15821,Y,7161,7911,CUBIC_CONVOLUTION,2,7161,7911,,36,,LPGS_12.5.0,L7CPF20050401_20050630.10,,2015-01-05 12:45:22
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2005/LE7176036000510550.jpg,LE71760362005105ASN00,LANDSAT_ETM_SLC_OFF,2005-04-15,2015-01-05,176,36,35.5418,32.2372,35.2408,34.3094,33.9086,31.7978,33.6135,33.8304,34.5791,33.0437,3,  31.21,  45.26,  35.49,  29.58,  14.50,DAY,DAY,56.9920769,132.817337,ASN,2005:105:08:12:00.0662500,2005:105:08:12:27.2545624,9,9,L,L,L,L,L,H,L,L,L,LL,LL,LL,LL,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362005105ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,21,3.984,2.356,3.213,15,30,30,UTM,NORTH_UP,GEOTIFF,14321,15801,Y,7161,7901,CUBIC_CONVOLUTION,2,7161,7901,,36,,LPGS_12.5.0,L7CPF20050401_20050630.10,,2015-01-05 12:42:13
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2005/LE7176036000507350.jpg,LE71760362005073ASN00,LANDSAT_ETM_SLC_OFF,2005-03-14,2015-01-05,176,36,35.5471,32.2142,35.2455,34.2856,33.9142,31.7727,33.6184,33.8045,34.5845,33.0192,1,  14.96,  19.38,  16.63,  17.97,   5.87,DAY,DAY,45.5514641,140.9747772,ASN,2005:073:08:12:08.6801875,2005:073:08:12:35.8642500,9,9,L,L,L,L,L,H,L,L,L,LL,LL,LL,LL,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362005073ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,203,3.919,2.692,2.848,15,30,30,UTM,NORTH_UP,GEOTIFF,14321,15821,Y,7161,7911,CUBIC_CONVOLUTION,2,7161,7911,,36,,LPGS_12.5.0,L7CPF20050101_20050331.09,,2015-01-05 12:57:17
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2005/LE7176036000505750.jpg,LE71760362005057ASN00,LANDSAT_ETM_SLC_OFF,2005-02-26,2014-09-29,176,36,35.551,32.2194,35.2491,34.2911,33.9183,31.7785,33.6222,33.8106,34.5896,33.0252,0,   0.74,   1.43,   1.33,   0.04,   0.17,DAY,DAY,39.7361336,144.1410828,ASN,2005:057:08:12:06.4711874,2005:057:08:12:33.6524999,9,9,L,L,L,H,L,H,L,L,L,LL,LL,LL,HH,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362005057ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,235,3.628,2.453,2.673,15,30,30,UTM,NORTH_UP,GEOTIFF,14321,15801,Y,7161,7901,CUBIC_CONVOLUTION,2,7161,7901,,36,,LPGS_12.5.0,L7CPF20050101_20050331.09,,2014-09-29 19:13:07
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2004/LE7176036000434350.jpg,LE71760362004343ASN00,LANDSAT_ETM_SLC_OFF,2004-12-08,2015-01-05,176,36,35.5858,32.2357,35.2834,34.3087,33.9535,31.7936,33.6569,33.827,34.6227,33.0411,1,  20.27,  22.90,  44.20,   4.63,   9.36,DAY,DAY,28.9183941,156.7266846,ASN,2004:343:08:11:36.1314374,2004:343:08:12:03.3024374,9,9,L,L,L,H,H,H,L,H,L,LL,LL,LL,HH,HH,LL,HH,HH,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362004343ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,145,3.521,2.263,2.697,15,30,30,UTM,NORTH_UP,GEOTIFF,14341,15821,Y,7171,7911,CUBIC_CONVOLUTION,2,7171,7911,,36,,LPGS_12.5.0,L7CPF20041006_20041231.09,,2015-01-05 12:53:43
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2004/LE7176036000431150.jpg,LE71760362004311ASN00,LANDSAT_ETM_SLC_OFF,2004-11-06,2015-01-05,176,36,35.5898,32.2165,35.2878,34.2891,33.9579,31.7746,33.6618,33.8075,34.6299,33.0227,0,   4.14,   0.84,  13.73,   1.95,   0.03,DAY,DAY,35.7935143,156.0752106,ASN,2004:311:08:11:21.0276874,2004:311:08:11:48.1961874,9,9,L,L,L,H,L,H,L,L,L,LL,LL,LL,HH,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362004311ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,165,4.189,2.43,3.412,15,30,30,UTM,NORTH_UP,GEOTIFF,14361,15781,Y,7181,7891,CUBIC_CONVOLUTION,2,7181,7891,,36,,LPGS_12.5.0,L7CPF20041006_20041231.09,,2015-01-05 12:49:43
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2004/LE7176036000429550.jpg,LE71760362004295ASN00,LANDSAT_ETM_SLC_OFF,2004-10-21,2014-10-03,176,36,35.5898,32.2176,35.2879,34.2909,33.9581,31.7774,33.662,33.8109,34.6305,33.025,0,   0.00,   0.00,   0.00,   0.00,   0.00,DAY,DAY,40.5987816,153.3373566,ASN,2004:295:08:11:09.2124375,2004:295:08:11:36.3790000,9,9,L,L,L,H,L,H,L,L,L,LL,LL,LL,HH,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362004295ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,182,3.835,2.291,3.076,15,30,30,UTM,NORTH_UP,GEOTIFF,14321,15821,Y,7161,7911,CUBIC_CONVOLUTION,2,7161,7911,,36,,LPGS_12.5.0,L7CPF20041006_20041231.09,,2014-10-03 13:03:41
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2004/LE7176036000427952.jpg,LE71760362004279EDC02,LANDSAT_ETM_SLC_OFF,2004-10-05,2015-01-05,176,36,35.5932,32.1776,35.293,34.2519,33.9615,31.7379,33.6671,33.7725,34.6338,32.9853,0,   6.66,   7.04,   4.81,   6.46,   8.34,DAY,DAY,45.6478958,148.8088989,EDC,2004:279:08:10:59.4913125,2004:279:08:11:26.6556875,9,9,L,L,L,L,L,H,L,L,L,LL,LL,LL,LL,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362004279EDC02,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,142,4.273,2.952,3.09,15,30,30,UTM,NORTH_UP,GEOTIFF,14361,15781,Y,7181,7891,CUBIC_CONVOLUTION,2,7181,7891,,36,,LPGS_12.5.0,L7CPF20041001_20041005.09,,2015-01-05 12:45:48
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2004/LE7176036100426351.jpg,LE71760362004263ASN01,LANDSAT_ETM_SLC_OFF,2004-09-19,2015-01-05,176,36,35.5892,32.1903,35.2893,34.2647,33.9571,31.7525,33.6628,33.7871,34.6305,32.9995,0,   0.00,   0.00,   0.00,   0.00,   0.00,DAY,DAY,50.5650368,142.776413,ASN,2004:263:08:11:03.7365000,2004:263:08:11:30.8995624,9,9,L,L,L,L,L,H,L,L,L,LL,LL,LL,LL,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362004263ASN01,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,138,4.378,2.954,3.231,15,30,30,UTM,NORTH_UP,GEOTIFF,14361,15781,Y,7181,7891,CUBIC_CONVOLUTION,2,7181,7891,,36,,LPGS_12.5.0,L7CPF20040701_20040930.08,,2015-01-05 12:12:04
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2004/LE7176036000415151.jpg,LE71760362004151ASN01,LANDSAT_ETM_SLC_OFF,2004-05-30,2015-01-05,176,36,35.5496,32.1973,35.2493,34.2704,33.9187,31.7588,33.6244,33.7923,34.5899,33.0049,0,   0.50,   0.36,   1.62,   0.00,   0.00,DAY,DAY,65.8084793,115.606987,ASN,2004:151:08:11:34.9623125,2004:151:08:12:02.1106250,9,9,H,H,H,L,H,H,L,H,L,HH,HH,HH,LL,HH,LL,HH,HH,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362004151ASN01,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,60,4.591,3.156,3.334,15,30,30,UTM,NORTH_UP,GEOTIFF,14301,15821,Y,7151,7911,CUBIC_CONVOLUTION,2,7151,7911,,36,,LPGS_12.5.0,L7CPF20040514_20040630.08,,2015-01-05 12:15:58
